Nome,Tipo,Categoria,Cidade,Bairro,Endereço,Telefone,WhatsApp,E-mail,Site,Instagram,Facebook,LinkedIn,Google Maps,Nota no Google,Quantidade de avaliações,Status,Score comercial,Classificação comercial,Observações comerciais
Clinica Multidisciplinar Menthalhelp Ltda,Saúde,Clínica,Guarulhos,Gopouva,"Clinica Multidisciplinar Menthalhelp Ltda, 805, Gopouva, Guarulhos, Sp",(11) 94265-3755,(11) 94265-3755,felipe@clinicamenthalhelp.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+Multidisciplinar+Menthalhelp+Ltda+CLINICA+MULTIDISCIPLINAR+MENTHALHELP+LTDA%2C+805%2C+GOPOUVA%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518800836753; CNES 0836753; CNPJ 39676660000122; site oficial/redes não coletados nesta fonte
Clinica Oftalmologica Guarulhos,Saúde,Clínica,Guarulhos,Centro,"Clinica Oftalmologica Guarulhos Ltda, 375, Centro, Guarulhos, Sp",(11) 94718-7575,(11) 94718-7575,contatoeng.apagchamas@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+Oftalmologica+Guarulhos+CLINICA+OFTALMOLOGICA+GUARULHOS+LTDA%2C+375%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518800652377; CNES 0652377; CNPJ 40888241000133; site oficial/redes não coletados nesta fonte
Clinica Sol,Saúde,Clínica,Guarulhos,Parque Renato Maia,"Clinica De Psicologia Sol Ltda, 60, Parque Renato Maia, Guarulhos, Sp",(11) 97412-8402,(11) 97412-8402,clinicasol2016@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+Sol+CLINICA+DE+PSICOLOGIA+SOL+LTDA%2C+60%2C+PARQUE+RENATO+MAIA%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518809747060; CNES 9747060; CNPJ 22438221000189; site oficial/redes não coletados nesta fonte
Clinica Tricis De Intervencao Comportamental,Saúde,Clínica,Guarulhos,Jardim Sao Jorge,"Clinica Tricis De Intervencao Comportamental Ltda, 58, Jardim Sao Jorge, Guarulhos, Sp",(11) 96195-6862,(11) 96195-6862,contato@concespbrasil.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+Tricis+De+Intervencao+Comportamental+CLINICA+TRICIS+DE+INTERVENCAO+COMPORTAMENTAL+LTDA%2C+58%2C+JARDIM+SAO+JORGE%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804561597; CNES 4561597; CNPJ 51235974000195; site oficial/redes não coletados nesta fonte
Clinica Vindus,Saúde,Clínica,Guarulhos,Centro,"Vindus Clinica Medica Ltda, 1002, Centro, Guarulhos, Sp",(11) 94041-8349,(11) 94041-8349,financeiro@clinicavindus.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+Vindus+VINDUS+CLINICA+MEDICA+LTDA%2C+1002%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804366204; CNES 4366204; CNPJ 50110911000140; site oficial/redes não coletados nesta fonte
Clinica Yonin,Saúde,Clínica,Guarulhos,Vila Sao Joao,"Clinica De Psicologia E Fonoaudiologia Yonin Ltda, 632, Vila Sao Joao, Guarulhos, Sp",(11) 99665-1862,(11) 99665-1862,clinicayonin@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+Yonin+CLINICA+DE+PSICOLOGIA+E+FONOAUDIOLOGIA+YONIN+LTDA%2C+632%2C+VILA+SAO+JOAO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804157265; CNES 4157265; CNPJ 49906168000150; site oficial/redes não coletados nesta fonte
Clinica Despertar,Saúde,Clínica,Guarulhos,Vila Galvao,"Cemap Clinica De Especialidades Medicas E Atendimento Psic, 1694, Vila Galvao, Guarulhos, Sp",(11) 98600-0931,(11) 98600-0931,luciapsico18@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+Despertar+CEMAP+CLINICA+DE+ESPECIALIDADES+MEDICAS+E+ATENDIMENTO+PSIC%2C+1694%2C+VILA+GALVAO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518803101886; CNES 3101886; CNPJ 46892991000165; site oficial/redes não coletados nesta fonte
Consultorio Sorria Bem,Saúde,Clínica,Guarulhos,Jardim Sao Paulo,"Consultorio Odontologico Sorria Bem Ltda, 91, Jardim Sao Paulo, Guarulhos, Sp",(11) 9877-1988,(11) 9877-1988,gabikmoreno@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Consultorio+Sorria+Bem+CONSULTORIO+ODONTOLOGICO+SORRIA+BEM+LTDA%2C+91%2C+JARDIM+SAO+PAULO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804392833; CNES 4392833; CNPJ 26122768000121; site oficial/redes não coletados nesta fonte
Crislene Fisioterapia,Saúde,Clínica,Guarulhos,Jardim Tranquilidade,"Crislene Viscardi Sampaio Fisioterapia, 383, Jardim Tranquilidade, Guarulhos, Sp",(11) 98262-7849,(11) 98262-7849,silverio_f@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Crislene+Fisioterapia+CRISLENE+VISCARDI+SAMPAIO+FISIOTERAPIA%2C+383%2C+JARDIM+TRANQUILIDADE%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804737113; CNES 4737113; CNPJ 23370524000170; site oficial/redes não coletados nesta fonte
Dra Nataly Nobre Odontologia Especializada,Saúde,Clínica,Guarulhos,Centro,"Nobre Odontologia Especializada Ltda, 85, Centro, Guarulhos, Sp",(11) 99849-9076,(11) 99849-9076,protocolo@wintimenegocios.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Dra+Nataly+Nobre+Odontologia+Especializada+NOBRE+ODONTOLOGIA+ESPECIALIZADA+LTDA%2C+85%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518800987263; CNES 0987263; CNPJ 42542350000120; site oficial/redes não coletados nesta fonte
Drogasil Ds0158 Centro,Saúde,Clínica,Guarulhos,Centro,"Raia Drogasil S A, 55, Centro, Guarulhos, Sp",(11) 97339-5738,(11) 97339-5738,fiscallegalizacao@rd.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Drogasil+Ds0158+Centro+RAIA+DROGASIL+S+A%2C+55%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804489810; CNES 4489810; CNPJ 61585865016902; site oficial/redes não coletados nesta fonte
Drogasil Ds0163 Centro Guarulhos,Saúde,Clínica,Guarulhos,Centro,"Raia Drogasil S A, S/N, Centro, Guarulhos, Sp",(11) 99735-2671,(11) 99735-2671,fiscallegalizacao@rd.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Drogasil+Ds0163+Centro+Guarulhos+RAIA+DROGASIL+S+A%2C+S%2FN%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804628527; CNES 4628527; CNPJ 61585865017631; site oficial/redes não coletados nesta fonte
Excelencia Medicina Diagnostica Ltda,Saúde,Clínica,Guarulhos,Vila Moreira,"Excelencia Medicina Diagnostica Ltda, 93, Vila Moreira, Guarulhos, Sp",(11) 99138-5726,(11) 99138-5726,thiago@doutoresdoemagrecimento.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Excelencia+Medicina+Diagnostica+Ltda+EXCELENCIA+MEDICINA+DIAGNOSTICA+LTDA%2C+93%2C+VILA+MOREIRA%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804055047; CNES 4055047; CNPJ 43964621000106; site oficial/redes não coletados nesta fonte; Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518801075985; CNES 1075985; CNPJ -; site oficial/redes não coletados nesta fonte
F R Odontologia,Saúde,Clínica,Guarulhos,Centro,"Sorria Guarulhos Odontologia Ltda, 200, Centro, Guarulhos, Sp",(11) 97592-5643,(11) 97592-5643,sorriaodonto.grs@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=F+R+Odontologia+SORRIA+GUARULHOS+ODONTOLOGIA+LTDA%2C+200%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804124901; CNES 4124901; CNPJ 43222977000166; site oficial/redes não coletados nesta fonte
Fhcc Odontologia Especializada,Saúde,Clínica,Guarulhos,Jardim Vila Galvao,"Fhcc Odontologia Especializada Ltda, 2179, Jardim Vila Galvao, Guarulhos, Sp",(11) 94718-7575,(11) 94718-7575,fhccodontologia@gmail.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Fhcc+Odontologia+Especializada+FHCC+ODONTOLOGIA+ESPECIALIZADA+LTDA%2C+2179%2C+JARDIM+VILA+GALVAO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518800652342; CNES 0652342; CNPJ 39873197000109; site oficial/redes não coletados nesta fonte
Fuganholi Odontologia,Saúde,Clínica,Guarulhos,Centro,"Fuganholi Odontologia Ltda, 159, Centro, Guarulhos, Sp",(11) 97518-1184,(11) 97518-1184,fuganholiodonto@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Fuganholi+Odontologia+FUGANHOLI+ODONTOLOGIA+LTDA%2C+159%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518803226719; CNES 3226719; CNPJ 43927534000170; site oficial/redes não coletados nesta fonte
Gislaine Lopes Odontologia E Estetica,Saúde,Clínica,Guarulhos,Vila Augusta,"Gislaine Lopes Odontologia E Estetica Ltda, 230, Vila Augusta, Guarulhos, Sp",(11) 99157-4860,(11) 99157-4860,gidillemberg@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Gislaine+Lopes+Odontologia+E+Estetica+GISLAINE+LOPES+ODONTOLOGIA+E+ESTETICA+LTDA%2C+230%2C+VILA+AUGUSTA%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804711815; CNES 4711815; CNPJ 51281887000174; site oficial/redes não coletados nesta fonte
Guarulhos Diagnosticos Laboratoriais,Saúde,Clínica,Guarulhos,Centro,"Guarulhos Diagnosticos Laboratoriais Ltda, 188, Centro, Guarulhos, Sp",(11) 93036-0646,(11) 93036-0646,regulacao@diagnosticospremium.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Guarulhos+Diagnosticos+Laboratoriais+GUARULHOS+DIAGNOSTICOS+LABORATORIAIS+LTDA%2C+188%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804055101; CNES 4055101; CNPJ 46853787000135; site oficial/redes não coletados nesta fonte
Harmony Prime Odontologia E Estetica Orofacial,Saúde,Clínica,Guarulhos,Jardim Rosa De Franc,"Marcio Da Gama Ferraz Servicos Odontologicos E Estetica Orof, 1485, Jardim Rosa De Franc, Guarulhos, Sp",(11) 96780-4178,(11) 96780-4178,marcio.mf.ferraz@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Harmony+Prime+Odontologia+E+Estetica+Orofacial+MARCIO+DA+GAMA+FERRAZ+SERVICOS+ODONTOLOGICOS+E+ESTETICA+OROF%2C+1485%2C+JARDIM+ROSA+DE+FRANC%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804453352; CNES 4453352; CNPJ 37240803000123; site oficial/redes não coletados nesta fonte
Dr Meu Medico,Saúde,Clínica,Guarulhos,Jardim Gumercindo,"Centro Clinico Dr Meu Medico Ltda, 71, Jardim Gumercindo, Guarulhos, Sp",(11) 96195-6862,(11) 96195-6862,contato@concespbrasil.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Dr+Meu+Medico+CENTRO+CLINICO+DR+MEU+MEDICO+LTDA%2C+71%2C+JARDIM+GUMERCINDO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518808122407; CNES 8122407; CNPJ 63966093000123; site oficial/redes não coletados nesta fonte
Instituto Psicologico Renovamente,Saúde,Clínica,Guarulhos,Vila Rosalia,"Instituto Psicologico Renovamente Ltda, 75, Vila Rosalia, Guarulhos, Sp",(11) 9233-4254,(11) 9233-4254,silvanasiqueirapsi@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Instituto+Psicologico+Renovamente+INSTITUTO+PSICOLOGICO+RENOVAMENTE+LTDA%2C+75%2C+VILA+ROSALIA%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804593235; CNES 4593235; CNPJ 53475118000132; site oficial/redes não coletados nesta fonte
Jv Clinica Toxicologica,Saúde,Clínica,Guarulhos,Centro,"Jv Clinica Toxicologica Ltda, 677, Centro, Guarulhos, Sp",(11) 96894-4998,(11) 96894-4998,juliano.cfc@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Jv+Clinica+Toxicologica+JV+CLINICA+TOXICOLOGICA+LTDA%2C+677%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804642376; CNES 4642376; CNPJ 51715433000164; site oficial/redes não coletados nesta fonte
Khemi Harmonizacao Facial E Odontologia Integrada,Saúde,Clínica,Guarulhos,Centro,"Khemi Odontologia Ltda, 323, Centro, Guarulhos, Sp",(11) 9839-0899,(11) 9839-0899,hemilysena@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Khemi+Harmonizacao+Facial+E+Odontologia+Integrada+KHEMI+ODONTOLOGIA+LTDA%2C+323%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518808014280; CNES 8014280; CNPJ 62134235000123; site oficial/redes não coletados nesta fonte
L A Odonto,Saúde,Clínica,Guarulhos,Jardim Presidente Du,"L A Odonto Ltda, 350, Jardim Presidente Du, Guarulhos, Sp",(11) 98717-2733,(11) 98717-2733,laodontoclinica@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=L+A+Odonto+L+A+ODONTO+LTDA%2C+350%2C+JARDIM+PRESIDENTE+DU%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804309286; CNES 4309286; CNPJ 49132472000197; site oficial/redes não coletados nesta fonte
Lavoisier Ambulatorio Cruz Azul Guarulhos,Saúde,Clínica,Guarulhos,Centro,"Diagnosticos Da America S A, 2973, Centro, Guarulhos, Sp",(11) 99173-8091,(11) 99173-8091,interativasp@interativa.srv.br,,,,,https://www.google.com/maps/search/?api=1&query=Lavoisier+Ambulatorio+Cruz+Azul+Guarulhos+DIAGNOSTICOS+DA+AMERICA+S+A%2C+2973%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518805026407; CNES 5026407; CNPJ 61486650113972; site oficial/redes não coletados nesta fonte
Lavras Odontologia,Saúde,Clínica,Guarulhos,Jadim Iv Centenario,"Lavras Odontologia Ltda, 3115, Jadim Iv Centenario, Guarulhos, Sp",(11) 97691-9315,(11) 97691-9315,leslie.kitagawa@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Lavras+Odontologia+LAVRAS+ODONTOLOGIA+LTDA%2C+3115%2C+JADIM+IV+CENTENARIO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804078705; CNES 4078705; CNPJ 46842540000113; site oficial/redes não coletados nesta fonte
Matter Lab,Saúde,Clínica,Guarulhos,Jardim Santa Francis,"Rodrigo Polignano Ltda, 371, Jardim Santa Francis, Guarulhos, Sp",(11) 94119-9734,(11) 94119-9734,rodrigopolignano99@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Matter+Lab+RODRIGO+POLIGNANO+LTDA%2C+371%2C+JARDIM+SANTA+FRANCIS%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804720881; CNES 4720881; CNPJ 52398890000135; site oficial/redes não coletados nesta fonte
Maureen Odontologia Especilizada,Saúde,Clínica,Guarulhos,V Galvao,"Clinica Maureen Odontologia Especializada Ltda, 4306, V Galvao, Guarulhos, Sp",(11) 91797-6878,(11) 91797-6878,maureenodontologia@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Maureen+Odontologia+Especilizada+CLINICA+MAUREEN+ODONTOLOGIA+ESPECIALIZADA+LTDA%2C+4306%2C+V+GALVAO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804733177; CNES 4733177; CNPJ 46267170000138; site oficial/redes não coletados nesta fonte
Mazloum Odontologia,Saúde,Clínica,Guarulhos,Jardim Santa Mena,"Clinica Odontologica Mazloum Ltda, 282, Jardim Santa Mena, Guarulhos, Sp",(11) 94752-9863,(11) 94752-9863,munirmmazloum@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Mazloum+Odontologia+CLINICA+ODONTOLOGICA+MAZLOUM+LTDA%2C+282%2C+JARDIM+SANTA+MENA%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518802864606; CNES 2864606; CNPJ 20033587000142; site oficial/redes não coletados nesta fonte
Mbg Odontologia E Estetica,Saúde,Clínica,Guarulhos,Jardim Presidente Du,"Gessica Maria Da Silva, 237, Jardim Presidente Du, Guarulhos, Sp",(11) 93910-0773,(11) 93910-0773,mbgodontologiaeestetica@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Mbg+Odontologia+E+Estetica+GESSICA+MARIA+DA+SILVA%2C+237%2C+JARDIM+PRESIDENTE+DU%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518808392439; CNES 8392439; CNPJ 65351953000140; site oficial/redes não coletados nesta fonte
Michelle Cantuaria Fisioterapia E Acupuntura,Saúde,Clínica,Guarulhos,Macedo,"Michelle Cantuaria Fisioterapia Integrativa Ltda, 925, Macedo, Guarulhos, Sp",(11) 91194-7555,(11) 91194-7555,michelle_cantuaria@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Michelle+Cantuaria+Fisioterapia+E+Acupuntura+MICHELLE+CANTUARIA+FISIOTERAPIA+INTEGRATIVA+LTDA%2C+925%2C+MACEDO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804965272; CNES 4965272; CNPJ 44968358000188; site oficial/redes não coletados nesta fonte
Mr Odontologia,Saúde,Clínica,Guarulhos,Parque Jurema,"Mr Odontologia Limitada, 48, Parque Jurema, Guarulhos, Sp",(11) 95167-4002,(11) 95167-4002,melissag.odonto@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Mr+Odontologia+MR+ODONTOLOGIA+LIMITADA%2C+48%2C+PARQUE+JUREMA%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518805787378; CNES 5787378; CNPJ 60746628000162; site oficial/redes não coletados nesta fonte
Mro Odontologia,Saúde,Clínica,Guarulhos,Centro,"Mro Clinica Odontologica Ltda, 925, Centro, Guarulhos, Sp",(11) 98812-7531,(11) 98812-7531,dramoanna@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Mro+Odontologia+MRO+CLINICA+ODONTOLOGICA+LTDA%2C+925%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518808184453; CNES 8184453; CNPJ 52067748000105; site oficial/redes não coletados nesta fonte
Neodonto Consultorio Odontologico,Saúde,Clínica,Guarulhos,Centro,"Neodonto Consultorio Odontologico Ltda, 159, Centro, Guarulhos, Sp",(11) 94486-6277,(11) 94486-6277,sememail@sememail.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Neodonto+Consultorio+Odontologico+NEODONTO+CONSULTORIO+ODONTOLOGICO+LTDA%2C+159%2C+CENTRO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804561929; CNES 4561929; CNPJ 18068136000107; site oficial/redes não coletados nesta fonte
Neuro Terapia Multidisciplinar,Saúde,Clínica,Guarulhos,Jardim Guarulhos,"Nucleo Avancado De Terapia Multidisciplinar Ltda, 158, Jardim Guarulhos, Guarulhos, Sp",(11) 98380-5448,(11) 98380-5448,marcia.massarotto@terapiasintegrar.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Neuro+Terapia+Multidisciplinar+NUCLEO+AVANCADO+DE+TERAPIA+MULTIDISCIPLINAR+LTDA%2C+158%2C+JARDIM+GUARULHOS%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518808391238; CNES 8391238; CNPJ 57933787000161; site oficial/redes não coletados nesta fonte
New Line Radiologia Odontologica,Saúde,Clínica,Guarulhos,Jardim Presidente Du,"New Line Radiologia Odontologica Ltda, 3723, Jardim Presidente Du, Guarulhos, Sp",(11) 96727-1444,(11) 96727-1444,contato@newlineradiologia.com.br,,,,,https://www.google.com/maps/search/?api=1&query=New+Line+Radiologia+Odontologica+NEW+LINE+RADIOLOGIA+ODONTOLOGICA+LTDA%2C+3723%2C+JARDIM+PRESIDENTE+DU%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804775538; CNES 4775538; CNPJ 50128598000177; site oficial/redes não coletados nesta fonte
Np Saude Servicos Medicos S S,Saúde,Clínica,Guarulhos,Macedo,"Np Saude Servicos Medicos S S, 925, Macedo, Guarulhos, Sp",(11) 91241-0708,(11) 91241-0708,np.saude.medicina@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Np+Saude+Servicos+Medicos+S+S+NP+SAUDE+SERVICOS+MEDICOS+S+S%2C+925%2C+MACEDO%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518804772253; CNES 4772253; CNPJ 37028843000106; site oficial/redes não coletados nesta fonte
Odonto Ca,Saúde,Clínica,Guarulhos,Jd Santa Francisca,"C P Nogueira, 159, Jd Santa Francisca, Guarulhos, Sp",(11) 97661-8160,(11) 97661-8160,yourladodontologia@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Odonto+Ca+C+P+NOGUEIRA%2C+159%2C+JD+SANTA+FRANCISCA%2C+GUARULHOS%2C+SP+Guarulhos+SP,,,sem informação,65,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3518805021685; CNES 5021685; CNPJ 57324559000194; site oficial/redes não coletados nesta fonte
