Nome,Tipo,Categoria,Cidade,Bairro,Endereço,Telefone,WhatsApp,E-mail,Site,Instagram,Facebook,LinkedIn,Google Maps,Nota no Google,Quantidade de avaliações,Status,Score comercial,Classificação comercial,Observações comerciais
Quadra do Colégio Vila Fátima,Escola,Colégio,Guarulhos,Fátima,"Rua Maria de Fátima Kida, Fátima, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Quadra+do+Col%C3%A9gio+Vila+F%C3%A1tima+Rua+Maria+de+F%C3%A1tima+Kida%2C+F%C3%A1tima%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Saint Germain,Escola,Colégio,Guarulhos,Fátima,"Rua Nossa Senhora Aparecida, Fátima, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Saint+Germain+Rua+Nossa+Senhora+Aparecida%2C+F%C3%A1tima%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clínica Escola da Universidade Guarulhos,Saúde,Clínica,Guarulhos,Ponte Grande,"Avenida Anton Philips, Ponte Grande, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica+Escola+da+Universidade+Guarulhos+Avenida+Anton+Philips%2C+Ponte+Grande%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Faculdade Anhanguera,Escola,Faculdade / Ensino Superior,Guarulhos,Macedo,"Avenida Papa Pio XII, Macedo, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Faculdade+Anhanguera+Avenida+Papa+Pio+XII%2C+Macedo%2C+Guarulhos%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Sentido Obrigatório,Escola,Colégio,Itaquaquecetuba,Vila Zeferina,"Rua Itaqui, 85, Vila Zeferina, Itaquaquecetuba, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Sentido+Obrigat%C3%B3rio+Rua+Itaqui%2C+85%2C+Vila+Zeferina%2C+Itaquaquecetuba%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Dó Ré Mi,Escola,Colégio,Itaquaquecetuba,Parque Residencial Scaffid II,"Rodovia Alberto Hinoto, 6468, Parque Residencial Scaffid II, Itaquaquecetuba, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+D%C3%B3+R%C3%A9+Mi+Rodovia+Alberto+Hinoto%2C+6468%2C+Parque+Residencial+Scaffid+II%2C+Itaquaquecetuba%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Colégio Sentido Obrigatório,Escola,Colégio,Itaquaquecetuba,Vila Zeferina,"Rua Bagé, Vila Zeferina, Itaquaquecetuba, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Col%C3%A9gio+Sentido+Obrigat%C3%B3rio+Rua+Bag%C3%A9%2C+Vila+Zeferina%2C+Itaquaquecetuba%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Morro da Suindara,Escola,Colégio,Suzano,,"Suzano, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Morro+da+Suindara+Suzano%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Faculdade e Seminário Teológico da Fé Rreformada,Escola,Faculdade / Ensino Superior,Arujá,Jardim Nippon Club,"Rua Gabriel Paschoal, Jardim Nippon Club, Arujá, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Faculdade+e+Semin%C3%A1rio+Teol%C3%B3gico+da+F%C3%A9+Rreformada+Rua+Gabriel+Paschoal%2C+Jardim+Nippon+Club%2C+Aruj%C3%A1%2C+SP,,,sem informação,39,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Parada UPA Cezar de Souza,Saúde,Pronto Atendimento / UPA,Mogi das Cruzes,Jardim Rodeio,"Avenida Pedro Romero, Jardim Rodeio, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Parada+UPA+Cezar+de+Souza+Avenida+Pedro+Romero%2C+Jardim+Rodeio%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
UPA Paraíso,Saúde,Pronto Atendimento / UPA,Guarulhos,Taboão,"Avenida Silvestre Pires de Freitas, Taboão, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=UPA+Para%C3%ADso+Avenida+Silvestre+Pires+de+Freitas%2C+Tabo%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
UPA Jardim Revista,Saúde,Pronto Atendimento / UPA,Suzano,Jardim Revista,"Rua Guarani, 200, Jardim Revista, Suzano, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=UPA+Jardim+Revista+Rua+Guarani%2C+200%2C+Jardim+Revista%2C+Suzano%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade de Pronto Atendimento Reynaldo Gregório,Saúde,Pronto Atendimento / UPA,Arujá,Parque Rodrigo Barreto,"Rua Rogério de Andrade Santos, 200, Parque Rodrigo Barreto, Arujá, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+de+Pronto+Atendimento+Reynaldo+Greg%C3%B3rio+Rua+Rog%C3%A9rio+de+Andrade+Santos%2C+200%2C+Parque+Rodrigo+Barreto%2C+Aruj%C3%A1%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Unidade Clinica Ambulatorial Doutor Arthur Domingos Fais,Saúde,Clínica,Mogi das Cruzes,Jundiapeba,"Rua Professora Lucinda Bastos, Jundiapeba, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Unidade+Clinica+Ambulatorial+Doutor+Arthur+Domingos+Fais+Rua+Professora+Lucinda+Bastos%2C+Jundiapeba%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clinica Geral Odontológica,Saúde,Clínica,Mogi das Cruzes,Jardim Aeroporto,"Rua Fernando Namura, Jardim Aeroporto, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+Geral+Odontol%C3%B3gica+Rua+Fernando+Namura%2C+Jardim+Aeroporto%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clinica Anhembi,Saúde,Clínica,Mogi das Cruzes,Centro,"Rua Santana, 49, Centro, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Clinica+Anhembi+Rua+Santana%2C+49%2C+Centro%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Prédio 7 - Clínica Odontológica,Saúde,Clínica,Mogi das Cruzes,Centro Cívico,"Avenida Vereador Narciso Yague Guimarães, Centro Cívico, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Pr%C3%A9dio+7+-+Cl%C3%ADnica+Odontol%C3%B3gica+Avenida+Vereador+Narciso+Yague+Guimar%C3%A3es%2C+Centro+C%C3%ADvico%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clínica São Paulo,Saúde,Clínica,Mogi das Cruzes,Socorro,"Avenida São Paulo, 154, Socorro, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica+S%C3%A3o+Paulo+Avenida+S%C3%A3o+Paulo%2C+154%2C+Socorro%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clínica Odontológica Rifai,Saúde,Clínica,Guarulhos,Centro,"Rua Capitão Gabriel, Centro, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica+Odontol%C3%B3gica+Rifai+Rua+Capit%C3%A3o+Gabriel%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Clínica Saude VIsual,Saúde,Clínica,Guarulhos,Centro,"Rua João Gonçalves, 535, Centro, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica+Saude+VIsual+Rua+Jo%C3%A3o+Gon%C3%A7alves%2C+535%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
OPTOS Centro de reabilitação visual,Saúde,Clínica / Centro Médico,Guarulhos,Centro,"Rua João Gonçalves, 138A, Centro, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=OPTOS+Centro+de+reabilita%C3%A7%C3%A3o+visual+Rua+Jo%C3%A3o+Gon%C3%A7alves%2C+138A%2C+Centro%2C+Guarulhos%2C+SP,,,sem informação,35,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Travessa da Escola,Escola,Escola,Mogi das Cruzes,Parque das Varinhas,"Travessa da Escola, Parque das Varinhas, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Travessa+da+Escola+Travessa+da+Escola%2C+Parque+das+Varinhas%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Unificado Vila Nova União,Escola,Centro Educacional,Mogi das Cruzes,Vila Oliveira,"Avenida Aurora Ariza Meloni, 1175, Vila Oliveira, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado+Vila+Nova+Uni%C3%A3o+Avenida+Aurora+Ariza+Meloni%2C+1175%2C+Vila+Oliveira%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Infantil Municipal Professor Wilson Nogueira,Escola,Escola Infantil,Mogi das Cruzes,Porteira Preta,"Avenida Kaouru Hiranatsu, Porteira Preta, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Infantil+Municipal+Professor+Wilson+Nogueira+Avenida+Kaouru+Hiranatsu%2C+Porteira+Preta%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Infantil Municipal  Professora Maria Helena Chermann,Escola,Escola Infantil,Mogi das Cruzes,Porteira Preta,"Avenida Kaouru Hiranatsu, 2015, Porteira Preta, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Infantil+Municipal++Professora+Maria+Helena+Chermann+Avenida+Kaouru+Hiranatsu%2C+2015%2C+Porteira+Preta%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro de Educação Infantil Municipal Professora Helena Brasil de Rezende,Escola,Escola Infantil,Mogi das Cruzes,Cezar de Souza,"Avenida Nilo Marcatto, Cezar de Souza, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+de+Educa%C3%A7%C3%A3o+Infantil+Municipal+Professora+Helena+Brasil+de+Rezende+Avenida+Nilo+Marcatto%2C+Cezar+de+Souza%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Criança Cidadã Circo Escola Cidade Seródio,Escola,Escola,Guarulhos,São João,"7, São João, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Crian%C3%A7a+Cidad%C3%A3+Circo+Escola+Cidade+Ser%C3%B3dio+7%2C+S%C3%A3o+Jo%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Juvenal Ramos Barbosa,Escola,Escola,Guarulhos,Picanço,"Rua Marcos Antônio Liota, 114, Picanço, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Juvenal+Ramos+Barbosa+Rua+Marcos+Ant%C3%B4nio+Liota%2C+114%2C+Pican%C3%A7o%2C+Guarulhos%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola da Prefeitura de Guarulhos Padre Manoel de Paiva,Escola,Escola,Guarulhos,Vila Galvão,"Rua Niquelândia, 327, Vila Galvão, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+da+Prefeitura+de+Guarulhos+Padre+Manoel+de+Paiva+Rua+Niquel%C3%A2ndia%2C+327%2C+Vila+Galv%C3%A3o%2C+Guarulhos%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Unificado Paraíso Alvorada,Escola,Centro Educacional,Guarulhos,Pimentas,"80, Pimentas, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado+Para%C3%ADso+Alvorada+80%2C+Pimentas%2C+Guarulhos%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Unificado Bonsucesso,Escola,Centro Educacional,Guarulhos,Bonsucesso,"Avenida Paschoal Thomeu, Bonsucesso, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado+Bonsucesso+Avenida+Paschoal+Thomeu%2C+Bonsucesso%2C+Guarulhos%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Unificado Jardim Cumbica,Escola,Centro Educacional,Guarulhos,Jardim Cumbica,"Avenida Ataláia do Norte, Jardim Cumbica, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado+Jardim+Cumbica+Avenida+Atal%C3%A1ia+do+Norte%2C+Jardim+Cumbica%2C+Guarulhos%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; operador: government; nota/avaliacoes Google nao coletadas nesta fonte
Centro Educacional Unificado Walter Efigênio,Escola,Centro Educacional,Guarulhos,Pimentas,"Rua Joaquim Moreira, Pimentas, Guarulhos, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro+Educacional+Unificado+Walter+Efig%C3%AAnio+Rua+Joaquim+Moreira%2C+Pimentas%2C+Guarulhos%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Praça da Escola e Banca Central,Escola,Escola,Itaquaquecetuba,Parque Piratininga,"Parque Piratininga, Itaquaquecetuba, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Pra%C3%A7a+da+Escola+e+Banca+Central+Parque+Piratininga%2C+Itaquaquecetuba%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Escola Estadual Vereador Antônio Valdemar Galo,Escola,Escola,Suzano,Vila Amorim,"Rua Tupinambá, Vila Amorim, Suzano, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Escola+Estadual+Vereador+Ant%C3%B4nio+Valdemar+Galo+Rua+Tupinamb%C3%A1%2C+Vila+Amorim%2C+Suzano%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; nota/avaliacoes Google nao coletadas nesta fonte
Instituto Federal de Educação Ciência e Tecnologia de São Paulo - IFSP Campus Suzano,Escola,Escola,Mogi das Cruzes,Parque Suzano,"Avenida Mogi das Cruzes, 1501, Parque Suzano, Mogi das Cruzes, SP",,,,,,,,https://www.google.com/maps/search/?api=1&query=Instituto+Federal+de+Educa%C3%A7%C3%A3o+Ci%C3%AAncia+e+Tecnologia+de+S%C3%A3o+Paulo+-+IFSP+Campus+Suzano+Avenida+Mogi+das+Cruzes%2C+1501%2C+Parque+Suzano%2C+Mogi+das+Cruzes%2C+SP,,,sem informação,31,Prioridade Baixa,sem site encontrado na fonte publica; redes sociais nao localizadas; operador: public; nota/avaliacoes Google nao coletadas nesta fonte
